[2025-05-26 17:04:27] NEW LISTING! Fifty One London: £828.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1655401?schoolunique=imperial-college-london-icl
[2025-07-02 09:16:14] DISCOUNT! Chelsea Lightfoot Hall: £219.0 -> £218.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-29064?schoolunique=imperial-college-london-icl
[2025-07-02 09:16:14] PRICE UP! LH-Collingham Place Apartment: £380.0 -> £411.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1564293?schoolunique=imperial-college-london-icl
[2025-07-02 09:16:14] PRICE UP! LH-County Hall: £372.0 -> £404.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1561252?schoolunique=imperial-college-london-icl
[2025-07-04 09:14:33] PRICE UP! Ravenscourt House: £359.0 -> £549.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-07-08 09:16:19] DISCOUNT! Chapter White City: £406.0 -> £387.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-07-10 09:16:49] PRICE UP! Chapter Portobello: £312.0 -> £317.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-07-14 09:21:33] DISCOUNT! Ravenscourt House: £549.0 -> £341.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-07-14 09:21:33] DISCOUNT! LH-County Hall: £404.0 -> £355.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1561252?schoolunique=imperial-college-london-icl
[2025-07-15 09:23:00] PRICE UP! Scape Hammersmith: £428.0 -> £437.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1654134?schoolunique=imperial-college-london-icl
[2025-07-17 09:19:36] PRICE UP! LH-County Hall: £355.0 -> £392.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1561252?schoolunique=imperial-college-london-icl
[2025-07-18 09:18:43] DISCOUNT! iQ Hammersmith: £437.0 -> £433.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-07-19 09:13:33] PRICE UP! iQ Hammersmith: £433.0 -> £437.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-07-22 09:19:54] NEW LISTING! iQ Vega: £415.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-07-22 09:19:54] REMOVED! LH-County Hall (was £392.0) | Link: https://en.uhomes.com/uk/london/detail-apartments-1561252?schoolunique=imperial-college-london-icl
[2025-07-23 09:21:42] NEW LISTING! LH-County Hall: £392.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1561252?schoolunique=imperial-college-london-icl
[2025-07-23 09:21:42] REMOVED! iQ Vega (was £415.0) | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-07-24 09:19:23] PRICE UP! Ravenscourt House: £341.0 -> £388.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-07-30 09:23:17] PRICE UP! Chelsea Lightfoot Hall: £218.0 -> £488.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-29064?schoolunique=imperial-college-london-icl
[2025-07-30 09:23:17] NEW LISTING! iQ Vega: £387.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-07-30 09:23:17] REMOVED! LH-Collingham Place Apartment (was £411.0) | Link: https://en.uhomes.com/uk/london/detail-apartments-1564293?schoolunique=imperial-college-london-icl
[2025-08-01 09:20:53] PRICE UP! Scape Hammersmith: £437.0 -> £438.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1654134?schoolunique=imperial-college-london-icl
[2025-08-09 09:13:32] PRICE UP! iQ Hammersmith: £437.0 -> £464.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-08-13 09:16:28] PRICE UP! iQ Vega: £387.0 -> £410.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-14 09:16:51] DISCOUNT! iQ Vega: £410.0 -> £387.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-15 09:15:37] PRICE UP! Scape Hammersmith: £438.0 -> £451.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1654134?schoolunique=imperial-college-london-icl
[2025-08-15 09:15:37] DISCOUNT! Chapter Ealing: £345.0 -> £327.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-08-15 09:15:37] DISCOUNT! Chapter Portobello: £317.0 -> £301.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-08-15 09:15:37] DISCOUNT! Chapter White City: £387.0 -> £367.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-08-16 09:13:58] DISCOUNT! iQ Vega: £387.0 -> £380.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-17 09:14:34] PRICE UP! iQ Vega: £380.0 -> £403.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-18 09:19:07] PRICE UP! Chapter Ealing: £327.0 -> £344.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-08-18 09:19:07] DISCOUNT! Chelsea Lightfoot Hall: £488.0 -> £468.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-29064?schoolunique=imperial-college-london-icl
[2025-08-18 09:19:07] DISCOUNT! Ravenscourt House: £388.0 -> £375.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-08-19 09:14:59] DISCOUNT! Fifty One London: £839.0 -> £830.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1655401?schoolunique=imperial-college-london-icl
[2025-08-19 09:14:59] DISCOUNT! iQ Vega: £403.0 -> £380.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-20 09:15:25] DISCOUNT! Spring Mews: £398.0 -> £383.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-08-20 09:15:25] PRICE UP! iQ Vega: £380.0 -> £417.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-21 09:15:09] DISCOUNT! Chapter Portobello: £301.0 -> £282.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-08-21 09:15:09] DISCOUNT! iQ Vega: £417.0 -> £380.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-22 09:14:06] PRICE UP! Ravenscourt House: £375.0 -> £385.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-08-23 09:12:15] DISCOUNT! Chapter Ealing: £344.0 -> £341.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-08-23 09:12:15] DISCOUNT! iQ Hammersmith: £464.0 -> £444.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-08-23 09:12:15] DISCOUNT! Chapter Portobello: £282.0 -> £281.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-08-23 09:12:15] DISCOUNT! Chapter White City: £367.0 -> £365.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-08-24 09:12:30] PRICE UP! Scape Hammersmith: £451.0 -> £466.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1654134?schoolunique=imperial-college-london-icl
[2025-08-24 09:12:30] DISCOUNT! Chapter Portobello: £281.0 -> £278.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-08-25 09:16:57] DISCOUNT! Scape Hammersmith: £466.0 -> £451.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1654134?schoolunique=imperial-college-london-icl
[2025-08-25 09:16:57] PRICE UP! iQ Hammersmith: £444.0 -> £464.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-08-25 09:16:57] PRICE UP! iQ Vega: £380.0 -> £408.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-27 09:14:13] DISCOUNT! Chapter Ealing: £341.0 -> £324.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-08-27 09:14:13] DISCOUNT! iQ Vega: £408.0 -> £380.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-28 09:17:09] DISCOUNT! Chapter Ealing: £324.0 -> £300.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-08-28 09:17:09] DISCOUNT! iQ Hammersmith: £464.0 -> £437.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-08-28 09:17:09] DISCOUNT! Chapter Portobello: £278.0 -> £263.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-08-28 09:17:09] DISCOUNT! Chapter White City: £365.0 -> £345.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-08-29 09:14:14] PRICE UP! iQ Vega: £380.0 -> £391.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-08-31 09:12:16] PRICE UP! Spring Mews: £383.0 -> £385.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-08-31 09:12:16] PRICE UP! iQ Vega: £391.0 -> £396.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] DISCOUNT! Chapter Ealing: £300.0 -> £293.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] PRICE UP! iQ Hammersmith: £437.0 -> £484.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] PRICE UP! Chelsea Lightfoot Hall: £468.0 -> £469.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-29064?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] PRICE UP! Chapter Portobello: £263.0 -> £266.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] DISCOUNT! Chapter White City: £345.0 -> £339.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] PRICE UP! Ravenscourt House: £385.0 -> £399.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-09-01 09:16:15] PRICE UP! iQ Vega: £396.0 -> £419.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-02 09:15:10] DISCOUNT! Spring Mews: £385.0 -> £383.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-09-02 09:15:10] DISCOUNT! iQ Vega: £419.0 -> £393.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] PRICE UP! Chapter Ealing: £293.0 -> £325.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] DISCOUNT! iQ Hammersmith: £484.0 -> £437.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] PRICE UP! Chapter Portobello: £266.0 -> £297.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] PRICE UP! Chapter White City: £339.0 -> £373.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] DISCOUNT! Ravenscourt House: £399.0 -> £385.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] DISCOUNT! Spring Mews: £383.0 -> £373.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-09-03 09:15:17] DISCOUNT! iQ Vega: £393.0 -> £390.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-04 09:13:32] PRICE UP! Scape Hammersmith: £451.0 -> £456.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1654134?schoolunique=imperial-college-london-icl
[2025-09-04 09:13:32] DISCOUNT! Chelsea Lightfoot Hall: £469.0 -> £219.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-29064?schoolunique=imperial-college-london-icl
[2025-09-04 09:13:32] PRICE UP! iQ Vega: £390.0 -> £391.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-05 09:13:16] DISCOUNT! Chapter Ealing: £325.0 -> £276.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-09-05 09:13:16] DISCOUNT! Chapter Portobello: £297.0 -> £250.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-05 09:13:16] DISCOUNT! Chapter White City: £373.0 -> £319.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-09-05 09:13:16] DISCOUNT! Spring Mews: £373.0 -> £348.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-09-06 09:11:26] DISCOUNT! Spring Mews: £348.0 -> £324.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-09-06 09:11:26] PRICE UP! iQ Vega: £391.0 -> £396.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-08 09:15:53] PRICE UP! Chapter White City: £319.0 -> £324.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-09-08 09:15:53] PRICE UP! Spring Mews: £324.0 -> £349.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18766?schoolunique=imperial-college-london-icl
[2025-09-10 09:15:19] DISCOUNT! iQ Hammersmith: £437.0 -> £436.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-10 09:15:19] PRICE UP! Ravenscourt House: £385.0 -> £436.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-09-10 09:15:19] PRICE UP! iQ Vega: £396.0 -> £423.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-11 09:13:32] PRICE UP! iQ Hammersmith: £436.0 -> £437.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-11 09:13:32] DISCOUNT! iQ Vega: £423.0 -> £417.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-12 09:14:54] DISCOUNT! iQ Vega: £417.0 -> £390.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-13 09:11:23] PRICE UP! iQ Vega: £390.0 -> £391.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-15 09:15:29] PRICE UP! Chapter White City: £324.0 -> £379.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-09-16 09:15:24] PRICE UP! Chapter Ealing: £276.0 -> £325.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-09-16 09:15:24] PRICE UP! iQ Hammersmith: £437.0 -> £495.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-16 09:15:24] PRICE UP! Chapter Portobello: £250.0 -> £297.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-16 09:15:24] DISCOUNT! iQ Vega: £391.0 -> £380.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-17 09:15:34] DISCOUNT! iQ Hammersmith: £495.0 -> £436.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-17 09:15:34] DISCOUNT! Chapter White City: £379.0 -> £373.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
[2025-09-17 09:15:34] DISCOUNT! iQ Vega: £380.0 -> £379.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-18 09:15:03] DISCOUNT! Chapter Ealing: £325.0 -> £276.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-09-18 09:15:03] DISCOUNT! Chapter Portobello: £297.0 -> £250.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-19 09:15:38] PRICE UP! Chapter Portobello: £250.0 -> £307.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-20 09:13:51] DISCOUNT! Ravenscourt House: £436.0 -> £344.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1548386?schoolunique=imperial-college-london-icl
[2025-09-20 09:13:51] PRICE UP! iQ Vega: £379.0 -> £395.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-22 09:16:11] PRICE UP! Chapter Ealing: £276.0 -> £325.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-793913?schoolunique=imperial-college-london-icl
[2025-09-22 09:16:11] PRICE UP! Chapter Portobello: £307.0 -> £360.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-18585?schoolunique=imperial-college-london-icl
[2025-09-23 09:16:19] PRICE UP! iQ Vega: £395.0 -> £416.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-24 09:15:55] DISCOUNT! iQ Vega: £416.0 -> £375.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-1504453?schoolunique=imperial-college-london-icl
[2025-09-26 09:15:52] DISCOUNT! iQ Hammersmith: £436.0 -> £356.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-13897?schoolunique=imperial-college-london-icl
[2025-09-28 09:16:33] PRICE UP! Chapter White City: £373.0 -> £385.0 | Link: https://en.uhomes.com/uk/london/detail-apartments-726004?schoolunique=imperial-college-london-icl
